company_id,sector,region,company_age,revenue_millions,employees,current_ratio,debt_to_equity,interest_coverage,roe,gross_margin,environmental_score,social_score,governance_score,esg_composite,default
SME_00000,Construction,North America,1.9346025922052745,37.15254902614775,7,1.5047234312451243,2.6808751663188315,8.612587193551233,0.051192033433836576,0.22798450587481905,46.204301502935344,98.03732145081882,59.61268717056264,68.36837418498274,0
SME_00001,Manufacturing,Europe,11.401885008372554,5.3604883163176344,7,2.1142497233371595,0.9098024262186477,2.6437431526662105,0.24179265349127121,0.1814107178987216,66.64033910063338,68.90735314171835,49.60038111062273,62.32180661800992,0
SME_00002,Technology,Asia Pacific,0.7690445447651968,11.2872303099074,19,2.2601820590285944,2.4216111792411783,2.6631434282439717,0.026463178852301386,0.66427775421524,47.17732452171202,82.97663034831753,50.339226134596906,60.65565204488941,0
SME_00003,Retail,Europe,0.20810601400795947,22.503125787334696,22,1.7167725539692098,1.7772602558597672,10.665483702915752,-0.04304438798085683,0.3771774578323295,29.967136743497342,53.30898201588284,51.12070528185211,44.48285315033869,0
SME_00004,Healthcare,Europe,3.162073749075285,8.003347588242109,5,2.3065061364692405,1.3237803049869015,9.504938330580336,0.08255422967686411,0.5283119472717196,41.653222884812436,61.779329873033205,74.99954311796161,58.70125640063445,0
SME_00005,Healthcare,Europe,3.0239181399374626,19.171762942982582,62,2.024025238717392,0.7866970944555174,3.2448310448285627,0.15213667758253638,0.5706661782954742,73.3646848419015,78.4551446013008,28.338345293479605,61.638443893164684,0
SME_00006,Construction,Latin America,5.265282924127319,5.609540048722094,25,1.6648873501312964,1.5119727565657992,2.7906210290048974,-0.14291695657771064,0.3911475894389095,55.745558067744746,90.23332073775485,30.232767822574083,60.162437928697074,0
SME_00007,Finance,North America,2.298608471689867,0.6890213116769102,8,1.8817239625735853,1.6892743637807086,0.9695728135233831,0.1603324864584102,0.47977355716525405,54.26678752605126,53.49597608513196,34.90931479609529,48.18976170274271,0
SME_00008,Services,Latin America,0.06921897735808037,1.8633606930927524,5,1.6282801448451125,1.8031703469478109,5.473950590077356,0.03573945409001039,0.23620605207096684,36.912210265349984,64.58165713099076,57.102159900724644,52.653501558936654,0
SME_00009,Energy,Europe,19.647441880688614,12.49969238692786,3,2.0609073876511497,0.9005255231771556,3.14654437218853,0.21109658444635523,0.6850507176433834,68.5925331703763,43.05375844101872,29.643898923620455,47.96937174107439,0
SME_00010,Retail,North America,30.324435069697696,40.77821636781613,36,2.3153227169460355,0.7042006976286108,27.866576994458853,0.08774621353949225,0.1570609409720517,61.706368557731054,76.95108724678767,49.30235977636187,63.320817464490105,1
SME_00011,Energy,North America,39.58190094970839,3.3494197405182433,23,2.2235657768726997,1.1023409401626318,8.455723032896307,0.20798423167743912,0.09246184467925878,49.76315162871238,63.807352456615256,85.7048644200827,65.46113575588947,0
SME_00012,Construction,Latin America,27.937358530936443,34.374292708043406,12,1.9446637212901319,1.2983762084709365,14.082233572075243,0.1922703927437437,0.27086470363196685,67.87249519377738,62.461366408133046,64.37960622009436,64.93073342669696,0
SME_00013,Healthcare,Europe,13.607922241794805,2.4205701668530866,16,2.422045376433376,2.1211526799910865,1.7606581120175895,0.14502695608077118,0.6706077161899734,38.24209086336741,26.644869326338153,38.23641800373804,34.18136146751836,1
SME_00014,Healthcare,Latin America,6.964323676586903,4.774087809436393,2,1.728385708762393,0.44189205964716255,6.584886806034152,0.09703211899400366,0.3619556178252871,66.46699143871861,72.29842118483977,66.43435866793658,68.4982020186264,0
SME_00015,Healthcare,North America,5.946561700512811,6.897859569705244,1,2.1832610060640074,0.386580062415473,4.694566656809075,0.29079589142963314,0.09544291409259034,47.467370579013625,47.73112471393997,85.54967575641189,58.98437607945732,0
SME_00016,Services,Asia Pacific,0.5159578574352341,11.3639478902527,17,1.3303648287573864,0.8567834926233207,2.639047289129568,0.109481484651987,0.49771214985028717,52.800152716367094,39.266485142777405,60.50045762176906,50.373460537231296,0
SME_00017,Manufacturing,Asia Pacific,17.019633796200388,12.394770768316961,14,2.0923107431979857,0.8435089810411237,3.027216983707852,-0.034898891255398884,0.6933177094368116,36.5404630962371,58.580399907861825,48.02900066699062,47.701002251531804,0
SME_00018,Manufacturing,Latin America,2.085281587081685,6.628391031837877,13,2.0788870955072456,0.8593785424853301,0.6000077275630623,-0.07028458908801782,0.05320886658721971,50.35691597662981,69.23580295091844,58.98675582444943,59.55347837197671,0
SME_00019,Finance,Europe,10.83162142831729,85.56674599164586,41,1.6568938831241862,5.161348567819998,14.972483792207287,0.21262071515897182,0.3596792119253071,36.45533374145338,49.17053591897263,30.244879721000622,39.042518297449284,0
SME_00020,Services,North America,9.56387446623471,9.83616375309874,21,2.045729840075818,3.625695167955648,0.82644391102202,0.17028450983336946,0.5666280371614997,45.01227135380407,59.18630899725109,38.379409979727065,47.983326116787424,0
SME_00021,Technology,North America,11.139492032382575,3.7945394981607037,8,1.784329035237014,1.6643084090388482,4.938897309146834,0.3127620233492147,0.34289789823523403,39.23417960950364,44.165318257479456,46.849445469713324,43.24465789435808,0
SME_00022,Technology,North America,1.071105651219918,43.66636433022259,8,2.6747019081657837,0.6220650610481713,8.480518479923704,0.3493838403625412,0.2716505981526477,71.89930655465423,65.10746158402846,46.85541980024797,62.00899478861333,0
SME_00023,Manufacturing,Europe,4.675267710191097,9.177693129545055,19,1.9269384996188585,1.729206465851693,15.657313656261765,0.18710186186718222,0.18357674652447104,54.520921353479245,57.127723181124836,53.319108091643585,55.072758014604496,0
SME_00024,Energy,North America,9.849073325168282,26.445910988514683,18,0.44811090809707066,0.7518065663165288,23.458963514191485,0.012142860452001733,0.1369494288233281,58.012224296307544,48.72386327138492,39.50530039269351,49.209220766500415,0
SME_00025,Retail,Asia Pacific,0.11004772480542287,1.4380507650445045,54,1.1886247182248058,1.204080484082788,8.595637366350797,0.20324267625441095,0.11412282668628602,54.2951603988791,50.9538860161488,74.71223872726038,59.25083786343788,0
SME_00026,Construction,Latin America,4.281724846209096,8.60789817913364,6,1.7997060104020872,1.0103930189932182,6.291923214269802,0.2796234941971832,0.5535425784900421,56.80264460377843,95.05530612572949,64.80500173994687,72.59178327731183,0
SME_00027,Services,Asia Pacific,3.090904445737384,5.397550305640125,5,1.0462351258786216,0.582968841780401,21.29897831366689,-0.08487145813492475,0.2532718760727319,48.51662187351948,50.02889030329747,53.6766747664293,50.59393169181473,0
SME_00028,Finance,Europe,13.153310637560448,4.333775680641986,13,1.7208171367509972,0.23028138374988036,2.9789324532744885,0.06661434534786378,0.34567951859609364,77.76868366817641,78.82389929129829,60.16266313353599,72.85620297587694,0
SME_00029,Energy,North America,5.871305615931656,8.83753731554424,12,2.2257277308886154,0.2733757993349528,2.3974495143896664,-0.30263982428261665,0.6002968905158156,35.36931558075855,84.49724455800967,51.6246746999318,57.44069845854841,0
SME_00030,Retail,Europe,6.724547885044323,22.854833222604842,30,2.2213329125096517,1.6890818799219234,4.738443374954024,0.2016226923714592,0.3085836890531616,57.80965190972759,72.95160573936347,30.84056216707657,55.01860882730484,0
SME_00031,Finance,Latin America,0.6874927715987943,6.336954878737426,13,2.1678229683644012,1.1269806530484912,1.9799323883304185,0.3530460929164669,0.09834450405393323,61.02139428283229,65.09860338750458,49.11945201653276,58.87783478957773,0
SME_00032,Manufacturing,Asia Pacific,1.4809379420722382,30.62571475826866,17,0.8932096697705137,2.204819258124769,2.0871793578945033,0.23393567848210675,0.321686527247659,46.04353930515744,44.36515830429535,32.58857847713546,41.41961770644911,0
SME_00033,Energy,North America,11.068390150698756,2.145601732310186,3,2.224316575773516,1.618568123862537,7.02534709662304,-0.12961097103109667,0.42185294752039565,65.93106967794385,51.8158205495024,49.6933978775904,56.119430942883305,0
